1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
0.15676,-0.32736,0.43638,1.9483,-1.8291,-0.23887,0.62002,0.48475,1.1077,0.73533,0.32277,-0.24292,-0.31898,-0.79779,0.84066,1.2811,0.89279,0.90964,-0.17525,-0.072353
0.33195,-0.92686,0.86598,-1.2311,0.49679,-0.23926,0.12027,-0.60889,-0.6931,0.47622,1.0751,0.38657,-1.1325,0.95959,-0.83798,-0.41112,0.52335,0.1418,0.62594,1.4895
-0.85714,-0.43899,-0.81742,0.54447,0.25244,0.34527,-1.3803,0.08393,-0.98382,0.16574,-0.78693,-0.16032,-0.55488,0.19977,-0.040309,0.56004,-1.7292,-0.39558,-1.0926,0.14507
0.33898,-0.01261,1.2257,1.5126,1.2122,-1.3458,0.067775,-0.10942,-0.5936,0.71517,0.072161,0.5561,0.90575,1.963,0.66354,-1.1267,0.093568,-1.1012,-0.77162,0.10673
0.64152,0.5919,0.59626,-1.949,0.3461,-0.01701,-0.48568,-0.11153,-1.9304,-1.1797,0.35537,0.76505,-0.34528,-1.5481,0.49494,-0.010205,-0.25251,-0.70568,-1.5849,-1.0412
-0.23585,-0.41769,-1.5737,1.5808,-0.15013,0.77095,0.72308,-0.49748,0.066904,-1.8637,0.11383,0.016944,-1.6032,1.5968,-0.2285,0.14943,0.44374,-0.26018,0.42779,-1.5597
-0.21951,-0.071028,1.7023,0.12426,-0.21677,-1.6527,1.3858,2.5621,-0.18551,-0.58717,-0.59449,-0.79454,1.4016,0.54519,0.19775,-1.8076,1.1798,1.944,-0.81014,-0.19769
1.8003,-1.2588,-1.0739,-0.7516,1.9374,-1.394,0.046997,0.29156,-0.4018,0.029375,1.3735,-0.89057,-1.0945,-1.2382,1.7017,-0.58025,0.33366,-0.17932,-0.48511,0.49468
0.17786,2.4001,-0.24818,-0.81383,-0.41122,0.25104,-1.2175,1.7551,1.0287,-0.42719,-0.18484,1.2995,-0.7896,-0.54618,0.45085,-0.21831,-1.6521,1.7751,0.87289,0.05282
1.916,0.38893,-0.13889,0.046726,-0.37575,2.3433,1.2689,0.72201,1.7791,0.071175,1.8936,-0.48219,-0.3955,0.88072,0.083054,1.1256,0.62021,0.51377,1.4683,-0.26098
0.26233,-0.38654,-0.91098,0.17762,-2.0838,-0.14845,0.36779,1.1261,0.32035,1.4079,0.93124,0.46731,-0.74181,0.29848,-1.5959,-1.1222,0.56312,0.54636,0.068889,1.0206
0.57571,-1.8141,1.3226,0.15321,-0.15102,-0.49329,0.13444,-1.2998,1.0202,-0.28525,0.24298,-1.149,0.5866,-0.22193,0.20164,-0.4899,0.50728,-0.84929,1.2956,-0.44931
-2.6241,-0.15514,-0.67939,-1.1478,0.87714,0.0050205,0.36341,-0.36459,-0.39079,0.94054,-1.8354,-0.047784,-0.29006,-1.1725,-0.10428,0.42675,-0.076399,0.16618,-0.58497,0.3346
-0.9021,-0.89386,0.91344,-0.88627,-0.63938,0.63258,-0.32942,-1.1401,0.94818,0.6119,0.044906,-0.1981,0.89986,-0.06152,-0.25619,-0.016986,-1.048,-1.4017,0.83411,0.29097
-1.1714,0.13739,0.50347,1.2276,0.1029,0.90133,-1.404,-0.42647,-1.1414,1.0736,-1.3663,0.11278,0.59259,0.57383,0.38892,1.003,-0.99434,-0.53093,-0.88229,0.84986
0.41496,-0.32579,0.58707,0.92549,1.4772,-0.94171,0.3093,-0.62686,-1.5248,0.89806,-0.32872,-0.10727,0.9323,0.49947,0.34719,-1.3137,0.41114,-1.4434,-1.4212,0.92202
-0.26301,0.31862,0.42905,-1.7636,-0.37396,-0.047852,-0.42281,-0.86191,-1.0802,-1.4356,-0.16568,0.46631,-0.22086,-0.74954,-0.198,0.00082017,-0.49679,-0.49278,-1.5397,-1.2907
-1.0329,0.31671,-0.6851,1.2043,-0.22206,1.6497,0.7887,-0.4698,0.31049,-1.7997,-1.024,0.069562,-1.1125,1.6568,0.13419,0.79073,0.92902,-0.54,0.75858,-1.2783
-0.77366,-1.1866,1.6756,-0.12799,-1.3937,-0.095756,2.0246,1.4133,-0.18094,-0.0077735,-0.32571,0.011428,1.4617,-0.28622,-0.81581,-0.7664,1.7623,1.066,-0.058895,-0.041972
0.37166,-2.1022,0.14756,-0.66536,0.32742,-0.87768,0.05499,-0.5896,-0.59347,0.86147,-0.40353,-2.2362,-0.11156,-1.2964,0.47831,-0.62245,0.511,0.063942,-0.32221,0.95834
-1.1351,0.23512,-0.0285,-0.66855,0.8305,-0.051646,-1.2426,-0.012935,-0.27912,0.61481,-1.2834,0.063108,0.41599,-0.36619,0.95596,-0.41542,-1.8754,0.30608,-0.066895,0.87405
0.61796,1.4187,0.01257,0.72879,0.61223,0.4263,-0.87185,-1.3022,-0.030639,0.49892,1.2369,0.86619,0.35951,0.5439,0.33189,-0.3028,-0.58562,-1.3011,-0.010078,0.27192
-0.12174,0.76924,0.42668,0.22498,-1.7131,0.80169,0.16347,-0.20493,-0.98616,-1.1175,-0.34842,0.51948,-0.15273,0.72594,-0.60283,0.19492,0.084108,0.24102,-1.3225,-1.099
-0.63009,-1.1761,-0.26081,0.81236,0.2317,0.28967,1.776,-0.42998,-0.1754,-1.0732,-0.015716,-1.0623,0.21919,0.79809,0.24691,-0.29104,1.1123,0.13006,-0.58517,-0.6437
-0.58901,-0.39599,1.2091,-1.1801,-0.73676,-1.033,0.55174,2.0239,0.07819,-0.54032,-0.444,-0.37509,0.74444,-1.1366,-0.28627,-1.3497,0.74581,1.5698,-0.61414,-0.21878
0.65234,-1.9274,-1.231,-0.023648,1.8663,0.37173,0.47723,-0.33719,0.59419,1.2768,0.90573,-0.88165,-0.94514,-0.17023,1.6592,1.0522,-0.034659,-0.69776,0.32183,0.65033
-0.057236,1.489,1.4371,0.057987,-1.647,-0.92665,-1.994,0.9347,-0.084412,0.65645,-0.16668,1.4433,0.51264,-0.2645,-1.3992,-0.9531,-1.767,0.86109,0.19476,1.2785
0.54353,-1.511,-0.57586,-0.35488,1.3686,2.442,1.9723,-1.1692,-0.078371,-0.034029,1.486,-1.0718,-0.53159,0.80302,0.97534,2.4106,0.58024,-1.5801,-0.20259,-0.92274
-1.7827,0.10817,0.6725,0.71165,-2.433,-1.4776,-0.70571,0.92301,-0.0085766,0.55729,-1.2631,0.54164,-0.37982,0.35663,-1.8027,-1.8229,0.50751,0.73753,-0.25516,0.55903
0.73002,-2.1077,1.2258,0.38182,2.219,0.63654,-0.2285,-0.76265,-0.12458,-0.15082,0.9228,-0.92906,1.1369,0.092431,1.8382,0.4201,-0.49579,-1.1124,0.1042,-0.14855
-1.2858,1.1944,-0.28446,-1.3221,-0.66897,0.30507,1.298,-0.20303,-0.70411,1.035,-1.4189,1.1065,-0.45694,-0.97815,-0.68681,-0.18561,0.52914,0.11863,-0.5133,0.1082
0.05663,-1.7169,-0.48307,0.21175,-0.61116,-1.0664,-0.75956,-1.4316,1.4143,-0.76225,0.12453,-1.3938,0.07674,0.27778,-0.34827,-0.30408,-0.94157,-1.0228,0.80454,-0.97677
-2.3777,1.7072,0.62376,-0.48643,1.1593,1.0449,0.11067,0.21466,0.55638,0.4526,-2.1816,1.1384,0.96863,0.23892,1.1502,0.98712,0.067052,0.77509,0.082357,0.38138
0.90472,-0.094082,0.77311,-0.12539,-1.9256,0.04007,0.052908,-1.954,0.4361,-0.21325,1.3553,0.14636,0.59254,-0.34793,-1.2409,0.16202,-0.038563,-1.2109,0.088113,0.31569
-2.4438,-1.1372,-0.54047,0.092692,0.13907,0.74531,0.94319,-0.18671,-0.49686,-0.49768,-1.5281,-0.26688,-0.50816,1.0008,0.48754,0.39887,0.29584,0.25913,-0.62108,-0.21959
-1.1591,-1.6827,1.7401,-0.28606,-0.61101,0.41485,0.4562,0.22047,-0.0054202,0.82497,-0.6544,-0.69168,1.7217,0.42236,-0.15379,-0.52614,0.41382,-0.15594,-0.40752,0.19364
-0.59477,-1.0852,-0.14397,0.12311,1.381,-0.74419,-0.5631,-1.0408,-1.3462,1.9333,-0.62226,-1.2918,-0.24097,-0.2158,1.1742,-0.12702,-0.90845,-0.6156,-1.0256,1.6618
-0.72649,0.4314,0.89467,-1.2252,-0.58867,0.078111,-0.72705,-1.4273,-0.44603,-0.087402,-0.614,0.55436,0.66222,-0.38185,0.39783,-1.3784,-1.9073,-1.3481,-0.27073,0.23407
-0.92803,1.0115,-0.29934,0.86692,-0.54297,1.2678,-0.20175,-1.5697,-0.37767,-1.4492,-0.90893,0.54127,-0.12586,0.54414,0.3747,0.7907,-0.24012,-1.2764,-0.48098,-1.1679
-0.97212,0.27543,0.54938,1.1627,-0.19162,-1.3134,1.4045,0.31207,-0.73681,-1.0494,-1.1227,0.19962,0.84985,1.3082,-0.25268,-0.61897,1.1526,0.52495,-0.89676,-1.1504
1.0514,-0.51998,0.29795,-1.0422,1.5263,-0.82345,0.6592,1.6543,-0.70541,-1.685,0.77726,-1.0413,0.69949,-1.0219,1.3317,-0.5164,0.12551,1.1584,-1.4013,-0.8737
1.058,1.2201,-2.2708,0.057075,1.3419,-1.0901,-0.51438,0.78603,0.20288,0.45526,1.1214,0.53536,-1.8544,0.34715,0.41897,-0.17787,0.133,0.92346,-0.55059,0.45667
1.5123,0.82696,0.10979,0.56216,0.22379,-0.88757,-1.1592,1.4749,1.3917,-0.56638,2.0181,0.82664,-0.11803,0.13795,0.12056,-0.54427,-0.46459,1.0901,1.3161,-0.56366
1.6062,1.2007,0.13678,-0.63589,0.48352,2.2868,0.54116,0.13481,0.60208,-0.50968,1.1391,0.91043,-0.30341,-0.48172,0.18237,1.4533,0.51093,0.50567,0.56177,0.56128
0.03069,-0.46577,-1.8221,0.92709,-2.0413,-0.45762,0.57,1.3557,-0.033101,1.144,0.36303,-0.20797,-1.9181,0.838,-1.606,-0.50156,1.1084,1.2988,0.23821,0.49627
0.87267,-1.0159,2.2285,-0.059352,0.2341,-0.27285,-0.21856,-0.89978,0.97957,-0.34984,0.37708,-1.7068,1.4644,-0.35058,0.36425,-0.47177,0.023913,0.034481,1.1427,-0.23578
-1.4909,0.026675,-1.5688,-0.69802,0.25236,0.088739,0.73352,-0.41575,-1.1142,0.68638,-1.3767,0.3207,-1.2737,-1.3475,0.10659,0.62326,0.023245,-0.49853,-0.63595,0.78453
-0.40395,-0.47251,0.68587,-0.22829,-0.26122,-0.52697,-0.65001,-0.29045,1.1418,-0.53875,-0.54415,-0.17213,0.76871,0.22546,-0.12081,-0.75123,-1.6799,-0.10196,1.2783,-0.59669
-0.75758,0.20041,0.13791,-0.24403,0.56639,1.5455,0.39375,-0.081596,0.036995,0.73,-0.22317,0.57162,0.020872,-0.31382,1.4908,1.2486,0.34034,0.32982,-0.20694,0.21752
-0.17659,-0.06312,-0.27107,0.22996,-1.1443,-1.457,0.12747,-1.1503,0.30414,0.99888,0.20716,0.024819,-0.023197,0.15201,-1.1094,-0.43862,-0.074331,-0.96088,0.022102,0.86629
